,0
8596,18
8597,18
8598,0
8599,18
8600,11
8601,11
8602,11
8603,18
8604,18
8605,9
8606,9
8607,18
8608,18
8609,18
8610,18
8611,18
8612,11
8613,9
8614,18
8615,9
8616,11
8617,18
8618,11
8619,9
8620,18
8621,11
8622,18
8623,11
8624,11
8625,9
8626,9
8627,9
8628,11
8629,11
8630,18
8631,11
8632,11
8633,18
8634,18
8635,9
8636,18
8637,9
8638,18
8639,18
8640,9
8641,18
8642,9
8643,18
8644,18
8645,9
8646,18
8647,9
8648,18
8649,18
8650,18
8651,9
8652,11
8653,18
8654,18
8655,11
8656,9
8657,9
8658,9
8659,18
8660,18
8661,18
8662,18
8663,18
8664,18
8665,9
8666,18
8667,18
8668,11
8669,9
8670,18
8671,9
8672,18
8673,18
8674,18
8675,18
8676,9
8677,18
8678,9
8679,18
8680,18
8681,17
8682,11
8683,18
8684,9
8685,9
8686,18
8687,18
8688,18
8689,9
8690,18
8691,18
8692,18
8693,11
8694,9
8695,9
8696,18
8697,18
8698,11
8699,18
8700,18
8701,18
8702,9
8703,5
8704,18
8705,18
8706,9
8707,11
8708,11
8709,9
8710,11
8711,18
8712,18
8713,9
8714,18
8715,11
8716,18
8717,18
8718,11
8719,11
8720,18
8721,9
8722,9
8723,11
8724,18
8725,11
8726,9
8727,18
8728,9
8729,18
8730,18
8731,9
8732,11
8733,9
8734,0
8735,18
8736,11
8737,9
8738,18
8739,18
8740,17
8741,18
8742,18
8743,11
8744,9
8745,18
8746,11
8747,11
8748,9
8749,18
8750,11
8751,18
8752,18
8753,18
8754,11
8755,11
8756,18
8757,18
8758,11
8759,11
8760,18
8761,18
8762,11
8763,11
8764,11
8765,9
8766,18
8767,18
8768,9
8769,18
8770,18
8771,9
8772,11
8773,18
8774,11
8775,18
8776,9
8777,18
8778,11
8779,18
8780,18
8781,9
8782,18
8783,18
8784,18
8785,11
8786,11
8787,18
8788,9
8789,18
8790,9
8791,18
8792,18
8793,11
8794,18
8795,11
8796,11
8797,18
8798,18
8799,18
8800,18
8801,9
8802,9
8803,9
8804,18
8805,18
8806,18
8807,11
8808,18
8809,11
8810,18
8811,18
8812,18
8813,18
8814,18
8815,18
8816,18
8817,18
8818,18
8819,9
8820,18
8821,18
8822,11
8823,11
8824,18
8825,18
8826,18
8827,9
8828,18
8829,11
8830,9
8831,18
8832,18
8833,18
8834,18
8835,11
8836,18
8837,18
8838,18
8839,11
8840,18
8841,18
8842,18
8843,18
8844,18
8845,18
8846,11
8847,11
8848,18
8849,18
8850,18
8851,9
8852,18
8853,9
8854,11
8855,11
8856,9
8857,18
8858,9
8859,9
8860,11
8861,18
8862,9
8863,9
8864,18
8865,18
8866,11
8867,18
8868,18
8869,9
8870,11
8871,18
8872,18
8873,9
8874,11
8875,18
8876,18
8877,11
8878,18
8879,18
8880,18
8881,9
8882,18
8883,18
8884,18
8885,9
8886,18
8887,9
8888,9
8889,18
8890,11
8891,9
8892,18
8893,18
8894,11
8895,11
8896,18
8897,11
8898,11
8899,18
8900,18
8901,18
8902,11
8903,18
8904,11
8905,18
8906,18
8907,11
8908,18
8909,18
8910,9
8911,9
8912,18
8913,9
8914,9
8915,18
8916,18
8917,18
8918,11
8919,18
8920,18
8921,18
8922,9
8923,18
8924,18
8925,9
8926,18
8927,9
8928,11
8929,9
8930,18
8931,18
8932,18
8933,9
8934,18
8935,11
8936,18
8937,11
8938,17
8939,11
8940,18
8941,11
8942,9
8943,18
8944,9
8945,18
8946,18
8947,9
8948,9
8949,18
8950,9
8951,9
8952,18
8953,18
8954,18
8955,18
8956,18
8957,11
8958,18
8959,11
8960,18
8961,18
8962,9
8963,18
8964,9
8965,18
8966,11
8967,18
8968,9
8969,9
8970,18
8971,9
8972,18
8973,9
8974,9
8975,18
8976,18
8977,18
8978,18
8979,18
8980,11
8981,18
8982,11
8983,18
8984,9
8985,18
8986,9
8987,18
8988,18
8989,18
8990,9
8991,9
8992,18
8993,18
8994,9
8995,18
8996,18
8997,18
8998,9
8999,9
9000,18
9001,18
9002,18
9003,9
9004,18
9005,18
9006,11
9007,18
9008,18
9009,9
9010,18
9011,9
9012,18
9013,18
9014,18
9015,9
9016,9
9017,18
9018,11
9019,9
9020,11
9021,11
9022,18
9023,18
9024,11
9025,18
9026,18
9027,18
9028,11
9029,11
9030,9
9031,18
9032,18
9033,18
9034,18
9035,18
9036,9
9037,18
9038,18
9039,18
9040,18
9041,18
9042,18
9043,18
9044,9
9045,18
9046,11
9047,11
9048,18
9049,18
9050,18
9051,9
9052,18
9053,9
9054,18
9055,18
9056,9
9057,11
9058,9
9059,18
9060,18
9061,18
9062,11
9063,18
9064,11
9065,18
9066,18
9067,11
9068,9
9069,18
9070,11
9071,9
9072,18
9073,11
9074,9
9075,11
9076,18
9077,9
9078,18
9079,18
9080,18
9081,18
9082,18
9083,11
9084,11
9085,9
9086,18
9087,9
9088,18
9089,18
9090,9
9091,18
9092,9
9093,18
9094,11
9095,18
9096,18
9097,9
9098,9
9099,9
9100,11
9101,11
9102,9
9103,18
9104,18
9105,18
9106,11
9107,9
9108,18
9109,18
9110,9
9111,18
9112,18
9113,11
9114,11
9115,18
9116,11
9117,11
9118,18
9119,18
9120,18
9121,9
9122,18
9123,18
9124,18
9125,11
9126,11
9127,18
9128,9
9129,18
9130,18
9131,18
9132,18
9133,18
9134,18
9135,18
9136,11
9137,18
9138,18
9139,18
9140,9
9141,11
9142,11
9143,18
9144,18
9145,11
9146,9
9147,18
9148,18
9149,9
9150,18
9151,11
9152,11
9153,18
9154,18
9155,11
9156,9
9157,11
9158,18
9159,11
9160,11
9161,18
9162,18
9163,18
9164,18
9165,18
9166,18
9167,18
9168,18
9169,18
9170,18
9171,11
9172,18
9173,11
9174,18
9175,18
9176,9
9177,18
9178,18
9179,18
9180,11
9181,18
9182,18
9183,18
9184,18
9185,18
9186,18
9187,11
9188,18
9189,11
9190,9
9191,18
9192,18
9193,18
9194,18
9195,21
9196,18
9197,11
9198,18
9199,18
9200,18
9201,11
9202,18
9203,18
9204,11
9205,9
9206,18
9207,18
9208,9
9209,9
9210,18
9211,18
9212,18
9213,11
9214,9
9215,18
9216,18
9217,18
9218,9
9219,11
9220,18
9221,18
9222,11
9223,9
9224,11
9225,18
9226,18
9227,18
9228,18
9229,11
9230,11
9231,11
9232,18
9233,9
9234,18
9235,18
9236,18
9237,18
9238,9
9239,11
9240,18
9241,18
9242,18
9243,18
9244,11
9245,9
9246,18
9247,11
9248,18
9249,18
9250,18
9251,9
9252,9
9253,18
9254,18
9255,9
9256,11
9257,9
9258,18
9259,11
9260,11
9261,11
9262,11
9263,10
9264,18
9265,18
9266,18
9267,18
9268,11
9269,11
9270,9
9271,11
9272,18
9273,18
9274,18
9275,9
9276,11
9277,11
9278,18
9279,11
9280,9
9281,9
9282,18
9283,11
9284,9
9285,18
9286,18
9287,11
9288,9
9289,18
9290,18
9291,10
9292,18
9293,11
9294,18
9295,18
9296,18
9297,18
9298,18
9299,11
9300,11
9301,18
9302,18
9303,18
9304,9
9305,9
9306,18
9307,11
9308,9
9309,18
9310,11
9311,18
9312,11
9313,18
9314,18
9315,9
9316,18
9317,11
9318,18
9319,18
9320,18
9321,18
9322,9
9323,18
9324,11
9325,11
9326,9
9327,18
9328,18
9329,18
9330,11
9331,18
9332,18
9333,11
9334,11
9335,11
9336,9
9337,11
9338,18
9339,11
9340,11
9341,18
9342,9
9343,11
9344,18
9345,11
9346,9
9347,18
9348,18
9349,9
9350,18
9351,11
9352,18
9353,18
9354,18
9355,9
9356,11
9357,18
9358,18
9359,11
9360,11
9361,9
9362,11
9363,18
9364,9
9365,18
9366,18
9367,9
9368,11
9369,18
9370,11
9371,11
9372,18
9373,18
9374,18
9375,18
9376,9
9377,18
9378,18
9379,18
9380,9
9381,18
9382,11
9383,18
9384,18
9385,11
9386,18
9387,11
9388,18
9389,9
9390,9
9391,18
9392,9
9393,9
9394,11
9395,18
9396,18
9397,9
9398,18
9399,0
9400,9
9401,11
9402,9
9403,9
9404,9
9405,9
9406,9
9407,18
9408,18
9409,18
9410,11
9411,18
9412,18
9413,11
9414,18
9415,11
9416,18
9417,9
9418,9
9419,9
9420,18
9421,18
9422,18
9423,9
9424,9
9425,18
9426,18
9427,18
9428,9
9429,18
9430,18
9431,9
9432,9
9433,18
9434,9
9435,18
9436,18
9437,11
9438,9
9439,9
9440,9
9441,9
9442,9
9443,18
9444,18
9445,11
9446,9
9447,18
9448,9
9449,18
9450,18
9451,18
9452,11
9453,9
9454,9
9455,18
9456,11
9457,18
9458,18
9459,18
9460,9
9461,11
9462,9
9463,18
9464,18
9465,18
9466,18
9467,18
9468,18
9469,11
9470,11
9471,18
9472,18
9473,9
9474,18
9475,18
9476,18
9477,18
9478,18
9479,18
9480,18
9481,9
9482,11
9483,11
9484,11
9485,18
9486,18
9487,9
9488,9
9489,18
9490,18
9491,9
9492,18
9493,18
9494,18
9495,18
9496,18
9497,18
9498,18
9499,18
9500,11
9501,9
9502,18
9503,18
9504,18
9505,18
9506,18
9507,9
9508,18
9509,18
9510,11
9511,18
9512,11
9513,18
9514,18
9515,9
9516,18
9517,18
9518,11
9519,18
9520,11
9521,18
9522,18
9523,17
9524,11
9525,11
9526,18
9527,18
9528,11
9529,18
9530,18
9531,18
9532,18
9533,18
9534,18
9535,18
9536,9
9537,11
9538,18
9539,18
9540,18
9541,18
9542,11
9543,9
9544,18
9545,18
9546,18
9547,18
9548,18
9549,11
9550,18
9551,18
9552,9
9553,18
9554,11
9555,9
9556,9
9557,9
9558,18
9559,9
9560,9
9561,18
9562,9
9563,18
9564,18
9565,11
9566,18
9567,15
9568,18
9569,9
9570,11
9571,11
9572,18
9573,9
9574,18
9575,9
9576,18
9577,9
9578,18
9579,9
9580,18
9581,18
9582,9
9583,9
9584,18
9585,11
9586,18
9587,9
9588,18
9589,9
9590,18
9591,18
9592,9
9593,9
9594,9
9595,18
9596,18
9597,9
9598,18
9599,11
9600,18
9601,18
9602,9
9603,18
9604,18
9605,9
9606,18
9607,9
9608,18
9609,18
9610,18
9611,18
9612,18
9613,18
9614,9
9615,18
9616,11
9617,18
9618,18
9619,18
9620,11
9621,11
9622,18
9623,18
9624,9
9625,18
9626,18
9627,9
9628,18
9629,15
9630,11
9631,9
9632,9
9633,9
9634,18
9635,18
9636,18
9637,18
9638,18
9639,11
9640,9
9641,18
9642,11
9643,18
9644,18
9645,9
9646,9
9647,9
9648,18
9649,9
9650,9
9651,18
9652,11
9653,9
9654,9
9655,9
9656,9
9657,11
9658,9
9659,9
9660,18
9661,18
9662,11
9663,11
9664,18
9665,11
9666,9
9667,18
9668,18
9669,18
9670,18
9671,9
9672,18
9673,9
9674,9
9675,11
9676,18
9677,18
9678,18
9679,18
9680,9
9681,18
9682,11
9683,11
9684,9
9685,18
9686,18
9687,9
9688,18
9689,11
9690,9
9691,11
9692,5
9693,18
9694,9
9695,9
9696,18
9697,18
9698,18
9699,11
9700,18
9701,11
9702,11
9703,11
9704,18
9705,11
9706,17
9707,18
9708,18
9709,18
9710,18
9711,18
9712,18
9713,9
9714,18
9715,11
9716,18
9717,18
9718,18
9719,11
9720,9
9721,11
9722,9
9723,18
9724,9
9725,18
9726,11
9727,9
9728,18
9729,9
9730,9
9731,18
9732,18
9733,11
9734,18
9735,18
9736,9
9737,18
9738,18
9739,18
9740,11
9741,18
9742,11
9743,18
9744,11
9745,18
9746,11
9747,18
9748,9
9749,11
9750,18
9751,18
9752,18
9753,18
9754,18
9755,9
9756,9
9757,18
9758,18
9759,18
9760,9
9761,11
9762,18
9763,18
9764,9
9765,9
9766,18
9767,9
9768,9
9769,18
9770,18
9771,18
9772,9
9773,9
9774,18
9775,18
9776,18
9777,11
9778,9
9779,9
9780,18
9781,9
9782,18
9783,9
9784,18
9785,9
9786,18
9787,9
9788,9
9789,9
9790,18
9791,9
9792,18
9793,18
9794,9
9795,18
9796,18
9797,15
9798,18
9799,18
9800,11
9801,18
9802,18
9803,18
9804,18
9805,18
9806,11
9807,18
9808,18
9809,18
9810,18
9811,11
9812,9
9813,18
9814,11
9815,18
9816,9
9817,18
9818,9
9819,18
9820,18
9821,18
9822,18
9823,18
9824,18
9825,18
9826,18
9827,15
9828,11
9829,11
9830,9
9831,9
9832,18
9833,11
9834,11
9835,18
9836,18
9837,11
9838,18
9839,11
9840,9
9841,18
9842,18
9843,18
9844,18
9845,18
9846,11
9847,18
9848,11
9849,18
9850,9
9851,9
9852,11
9853,18
9854,18
9855,9
9856,18
9857,18
9858,18
9859,11
9860,18
9861,9
9862,18
9863,18
9864,18
9865,18
9866,18
9867,18
9868,9
9869,11
9870,18
9871,18
9872,18
9873,9
9874,11
9875,18
9876,18
9877,11
9878,11
9879,18
9880,18
9881,11
9882,9
9883,11
9884,9
9885,18
9886,18
9887,18
9888,18
9889,11
9890,9
9891,9
9892,9
9893,18
9894,11
9895,9
9896,18
9897,18
9898,9
9899,18
9900,9
9901,18
9902,17
9903,18
9904,18
9905,18
9906,18
9907,18
9908,18
9909,11
9910,9
9911,18
9912,18
9913,9
9914,9
9915,11
9916,18
9917,18
9918,18
9919,9
9920,18
9921,18
9922,18
9923,11
9924,18
9925,18
9926,9
9927,11
9928,9
9929,9
9930,11
9931,18
9932,18
9933,18
9934,18
9935,18
9936,11
9937,9
9938,18
9939,9
9940,18
9941,18
9942,18
9943,18
9944,18
9945,11
9946,9
9947,9
9948,18
9949,9
9950,11
9951,11
9952,9
9953,11
9954,11
9955,9
9956,18
9957,18
9958,9
9959,9
9960,18
9961,9
9962,18
9963,18
9964,11
9965,11
9966,18
9967,18
9968,9
9969,9
9970,18
9971,9
9972,18
9973,18
9974,11
9975,18
9976,18
9977,18
9978,18
9979,18
9980,18
9981,18
9982,11
9983,9
9984,11
9985,9
9986,18
9987,18
9988,9
9989,18
9990,18
9991,18
9992,18
9993,9
9994,9
9995,9
9996,9
9997,9
9998,18
9999,18
